RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
"Raleigh, NC_B19013H_001E_2014",01/01/2014 12:00:00 AM,2014,"Raleigh, NC","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",71092,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Raleigh, NC_B19013B_001E_2014",01/01/2014 12:00:00 AM,2014,"Raleigh, NC",Median household income in the past 12 months (Black or African American Alone Householder),37276,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013_001E_2014,01/01/2014 12:00:00 AM,2014,Tampa. FL,Median household income in the past 12 months (All householders),45709,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013H_001E_2014,01/01/2014 12:00:00 AM,2014,Tampa. FL,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",58284,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Tampa. FL_B19013B_001E_2014,01/01/2014 12:00:00 AM,2014,Tampa. FL,Median household income in the past 12 months (Black or African American Alone Householder),27457,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013_001E_2014,01/01/2014 12:00:00 AM,2014,Benchmark Average,Median household income in the past 12 months (All householders),43611,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013B_001E_2014,01/01/2014 12:00:00 AM,2014,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),29107,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013H_001E_2014,01/01/2014 12:00:00 AM,2014,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",62430,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Miami, FL_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Miami, FL",Median household income in the past 12 months (Black or African American Alone Householder),20198,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Oklahoma City, OK_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Oklahoma City, OK",Median household income in the past 12 months (All householders),46232,B19013_001E,HD01_VD01,B19013. Median Household Income
"Oklahoma City, OK_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Oklahoma City, OK","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",55219,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Oklahoma City, OK_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Oklahoma City, OK",Median household income in the past 12 months (Black or African American Alone Householder),32505,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
"Raleigh, NC_B19013_001E_2013",01/01/2013 12:00:00 AM,2013,"Raleigh, NC",Median household income in the past 12 months (All householders),55170,B19013_001E,HD01_VD01,B19013. Median Household Income
"Raleigh, NC_B19013H_001E_2013",01/01/2013 12:00:00 AM,2013,"Raleigh, NC","Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",69101,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
"Raleigh, NC_B19013B_001E_2013",01/01/2013 12:00:00 AM,2013,"Raleigh, NC",Median household income in the past 12 months (Black or African American Alone Householder),42862,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Tampa. FL_B19013_001E_2013,01/01/2013 12:00:00 AM,2013,Tampa. FL,Median household income in the past 12 months (All householders),42649,B19013_001E,HD01_VD01,B19013. Median Household Income
Tampa. FL_B19013H_001E_2013,01/01/2013 12:00:00 AM,2013,Tampa. FL,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",61174,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Tampa. FL_B19013B_001E_2013,01/01/2013 12:00:00 AM,2013,Tampa. FL,Median household income in the past 12 months (Black or African American Alone Householder),26127,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013B_001E_2012,01/01/2012 12:00:00 AM,2012,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),27633,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013H_001E_2012,01/01/2012 12:00:00 AM,2012,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",59173,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013B_001E_2013,01/01/2013 12:00:00 AM,2013,Benchmark Average,Median household income in the past 12 months (Black or African American Alone Householder),29676,B19013B_001E,HD01_VD01,B19013B. Median Household Income (Black or African American Alone Householder)
Benchmark Average_B19013_001E_2012,01/01/2012 12:00:00 AM,2012,Benchmark Average,Median household income in the past 12 months (All householders),41274,B19013_001E,HD01_VD01,B19013. Median Household Income
Benchmark Average_B19013H_001E_2013,01/01/2013 12:00:00 AM,2013,Benchmark Average,"Median household income in the past 12 months (White Alone, Not Hispanic or Latino Householder)",62664,B19013H_001E,HD01_VD01,"B19013H. Median Household Income (White Alone, Not Hispanic or Latino Householder)"
Benchmark Average_B19013_001E_2013,01/01/2013 12:00:00 AM,2013,Benchmark Average,Median household income in the past 12 months (All householders),43149,B19013_001E,HD01_VD01,B19013. Median Household Income
"New Orleans, LA_B19013_001E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA",Median household income in the past 12 months (All householders),38614,B19013_001E,HD01_VD01,B19013. Median Household Income
